Ensembl Protein ID	Ensembl Gene ID	HGNC symbol
ENSP00000264234	ENSG00000114638	UPK1B
ENSP00000264245	ENSG00000031081	ARHGAP31
ENSP00000264246	ENSG00000121594	CD80
ENSP00000264249	ENSG00000115526	CHST10
ENSP00000264254	ENSG00000115539	PDCL3
ENSP00000264255	ENSG00000115514	TXNDC9
ENSP00000264257	ENSG00000115598	IL1RL2
ENSP00000264260	ENSG00000115607	IL18RAP
ENSP00000264265	ENSG00000079257	LXN
ENSP00000264266	ENSG00000118855	MFSD1
ENSP00000264276	ENSG00000003393	ALS2
ENSP00000264279	ENSG00000055044	NOP58
ENSP00000264312	ENSG00000109180	OCIAD1
ENSP00000264313	ENSG00000109171	SLAIN2
ENSP00000264316	ENSG00000074966	TXK
ENSP00000264318	ENSG00000109158	GABRA4
ENSP00000264335	ENSG00000108953	YWHAE
ENSP00000264344	ENSG00000138640	FAM13A
ENSP00000264345	ENSG00000138641	HERC3
ENSP00000264346	ENSG00000138642	HERC6
ENSP00000264350	ENSG00000138646	HERC5
ENSP00000264360	ENSG00000138650	PCDH10
ENSP00000264363	ENSG00000138653	NDST4
ENSP00000264376	ENSG00000118231	CRYGD
ENSP00000264377	ENSG00000114948	ADAM23
ENSP00000264380	ENSG00000115020	PIKFYVE
ENSP00000264381	ENSG00000114200	BCHE
ENSP00000264382	ENSG00000090402	SI
ENSP00000264387	ENSG00000042304	C2orf83
ENSP00000264389	ENSG00000138663	COPS4
ENSP00000264399	ENSG00000138669	PRKG2
ENSP00000264400	ENSG00000138670	RASGEF1B
ENSP00000264409	ENSG00000138678	AGPAT9
ENSP00000264414	ENSG00000036257	CUL3
ENSP00000264424	ENSG00000061918	GUCY1B3
ENSP00000264426	ENSG00000120251	GRIA2
ENSP00000264428	ENSG00000109738	GLRB
ENSP00000264431	ENSG00000109756	RAPGEF2
ENSP00000264433	ENSG00000052795	FNIP2
ENSP00000264434	ENSG00000115998	C2orf42
ENSP00000264436	ENSG00000075340	ADD2
ENSP00000264444	ENSG00000059728	MXD1
ENSP00000264447	ENSG00000075292	ZNF638
ENSP00000264448	ENSG00000116127	ALMS1
ENSP00000264451	ENSG00000014824	SLC30A9
ENSP00000264452	ENSG00000109133	TMEM33
ENSP00000264454	ENSG00000093183	SEC22C
ENSP00000264463	ENSG00000040731	CDH10
ENSP00000264474	ENSG00000121552	CSTA
ENSP00000264487	ENSG00000109321	AREG
ENSP00000264497	ENSG00000138684	IL21
ENSP00000264498	ENSG00000138685	FGF2
ENSP00000264499	ENSG00000138686	BBS7
ENSP00000264501	ENSG00000138688	KIAA1109
ENSP00000264515	ENSG00000117222	RBBP5
ENSP00000264538	ENSG00000114446	IFT57
ENSP00000264552	ENSG00000108106	UBE2S
ENSP00000264553	ENSG00000197540	GZMM
ENSP00000264554	ENSG00000129946	SHC2
ENSP00000264563	ENSG00000095752	IL11
ENSP00000264568	ENSG00000138696	BMPR1B
ENSP00000264595	ENSG00000038002	AGA
ENSP00000264596	ENSG00000109674	NEIL3
ENSP00000264601	ENSG00000124839	RAB17
ENSP00000264605	ENSG00000115648	MLPH
ENSP00000264606	ENSG00000068024	HDAC4
ENSP00000264607	ENSG00000065802	ASB1
ENSP00000264613	ENSG00000047457	CP
ENSP00000264634	ENSG00000114251	WNT5A
ENSP00000264637	ENSG00000126351	THRA
ENSP00000264638	ENSG00000108797	CNTNAP1
ENSP00000264639	ENSG00000108344	PSMD3
ENSP00000264645	ENSG00000108349	CASC3
ENSP00000264649	ENSG00000033627	ATP6V0A1
ENSP00000264651	ENSG00000167916	KRT24
ENSP00000264657	ENSG00000168610	STAT3
ENSP00000264658	ENSG00000108306	FBXL20
ENSP00000264659	ENSG00000017373	SRCIN1
ENSP00000264661	ENSG00000089558	KCNH4
ENSP00000264663	ENSG00000112992	NNT
ENSP00000264664	ENSG00000070193	FGF10
ENSP00000264668	ENSG00000124275	MTRR
ENSP00000264669	ENSG00000124279	FASTKD3
ENSP00000264670	ENSG00000037474	NSUN2
ENSP00000264674	ENSG00000085276	MECOM
ENSP00000264677	ENSG00000114204	SERPINI2
ENSP00000264689	ENSG00000109775	UFSP2
ENSP00000264690	ENSG00000164344	KLKB1
ENSP00000264691	ENSG00000088926	F11
ENSP00000264694	ENSG00000109762	SNX25
ENSP00000264703	ENSG00000115226	FNDC4
ENSP00000264705	ENSG00000084774	CAD
ENSP00000264708	ENSG00000115138	POMC
ENSP00000264709	ENSG00000119772	DNMT3A
ENSP00000264710	ENSG00000084733	RAB10
ENSP00000264711	ENSG00000115137	DNAJC27
ENSP00000264712	ENSG00000084731	KIF3C
ENSP00000264714	ENSG00000115241	PPM1G
ENSP00000264716	ENSG00000075426	FOSL2
ENSP00000264717	ENSG00000084734	GCKR
ENSP00000264718	ENSG00000198522	GPN1
ENSP00000264720	ENSG00000115207	GTF3C2
ENSP00000264723	ENSG00000114646	CSPG5
ENSP00000264728	ENSG00000088726	TMEM40
ENSP00000264731	ENSG00000073282	TP63
ENSP00000264734	ENSG00000113946	CLDN16
ENSP00000264735	ENSG00000127252	HRASLS
ENSP00000264741	ENSG00000144668	ITGA9
ENSP00000264748	ENSG00000127418	FGFRL1
ENSP00000264758	ENSG00000087274	ADD1
ENSP00000264771	ENSG00000127419	TMEM175
ENSP00000264773	ENSG00000080709	KCNN2
ENSP00000264775	ENSG00000067113	PPAP2A
ENSP00000264784	ENSG00000109667	SLC2A9
ENSP00000264790	ENSG00000138722	MMRN1
ENSP00000264808	ENSG00000138738	PRDM5
ENSP00000264818	ENSG00000105397	TYK2
ENSP00000264819	ENSG00000105556	MIER2
ENSP00000264824	ENSG00000104903	LYL1
ENSP00000264828	ENSG00000080573	COL5A3
ENSP00000264832	ENSG00000090339	ICAM1
ENSP00000264833	ENSG00000105088	OLFM2
ENSP00000264834	ENSG00000105610	KLF1
ENSP00000264839	ENSG00000079841	RIMS1
ENSP00000264848	ENSG00000114529	C3orf52
ENSP00000264852	ENSG00000072858	SIDT1
ENSP00000264864	ENSG00000038210	PI4K2B
ENSP00000264866	ENSG00000109680	TBC1D19
ENSP00000264867	ENSG00000109819	PPARGC1A
ENSP00000264870	ENSG00000124491	F13A1
ENSP00000264883	ENSG00000138750	NUP54
ENSP00000264893	ENSG00000138758	SEPT11
ENSP00000264895	ENSG00000138759	FRAS1
ENSP00000264896	ENSG00000138760	SCARB2
ENSP00000264903	ENSG00000138767	CNOT6L
ENSP00000264908	ENSG00000138772	ANXA3
ENSP00000264914	ENSG00000113273	ARSB
ENSP00000264917	ENSG00000113231	PDE8B
ENSP00000264926	ENSG00000070950	RAD18
ENSP00000264930	ENSG00000113504	SLC12A7
ENSP00000264932	ENSG00000073578	SDHA
ENSP00000264935	ENSG00000112877	CEP72
ENSP00000264938	ENSG00000066230	SLC9A3
ENSP00000264951	ENSG00000114127	XRN1
ENSP00000264952	ENSG00000114124	GRK7
ENSP00000264954	ENSG00000109519	GRPEL1
ENSP00000264956	ENSG00000072840	EVC
ENSP00000264968	ENSG00000071073	MGAT4A
ENSP00000264972	ENSG00000115085	ZAP70
ENSP00000264977	ENSG00000073711	PPP2R3A
ENSP00000264982	ENSG00000114107	CEP70
ENSP00000264990	ENSG00000240303	ACAD11
ENSP00000264992	ENSG00000034533	ASTE1
ENSP00000264993	ENSG00000091527	CDV3
ENSP00000264995	ENSG00000114686	MRPL3
ENSP00000264998	ENSG00000091513	TF
ENSP00000265000	ENSG00000109586	GALNT7
ENSP00000265007	ENSG00000039600	SOX30
ENSP00000265012	ENSG00000111846	GCNT2
ENSP00000265016	ENSG00000109743	BST1
ENSP00000265018	ENSG00000047662	FAM184B
ENSP00000265022	ENSG00000058866	DGKG
ENSP00000265023	ENSG00000113889	KNG1
ENSP00000265026	ENSG00000073803	MAP3K13
ENSP00000265028	ENSG00000090520	DNAJB11
ENSP00000265029	ENSG00000090512	FETUB
ENSP00000265036	ENSG00000035499	DEPDC1B
ENSP00000265038	ENSG00000049167	ERCC8
ENSP00000265044	ENSG00000114850	SSR3
ENSP00000265052	ENSG00000074416	MGLL
ENSP00000265056	ENSG00000073111	MCM2
ENSP00000265062	ENSG00000075785	RAB7A
ENSP00000265068	ENSG00000114656	KIAA1257
ENSP00000265069	ENSG00000056097	ZFR
ENSP00000265070	ENSG00000113384	GOLPH3
ENSP00000265071	ENSG00000113361	CDH6
ENSP00000265073	ENSG00000113387	SUB1
ENSP00000265077	ENSG00000038427	VCAN
ENSP00000265080	ENSG00000113319	RASGRF2
ENSP00000265081	ENSG00000113318	MSH3
ENSP00000265085	ENSG00000113742	CPEB4
ENSP00000265087	ENSG00000113739	STC2
ENSP00000265093	ENSG00000113732	ATP6V0E1
ENSP00000265094	ENSG00000072803	FBXW11
ENSP00000265097	ENSG00000051596	THOC3
ENSP00000265100	ENSG00000037241	RPL26L1
ENSP00000265104	ENSG00000039139	DNAH5
ENSP00000265107	ENSG00000082068	WDR70
ENSP00000265109	ENSG00000039560	RAI14
ENSP00000265112	ENSG00000113407	TARS
ENSP00000265113	ENSG00000079215	SLC1A3
ENSP00000265131	ENSG00000041982	TNC
ENSP00000265132	ENSG00000106927	AMBP
ENSP00000265136	ENSG00000106078	COBL
ENSP00000265138	ENSG00000113369	ARRDC3
ENSP00000265140	ENSG00000133302	ANKRD32
ENSP00000265148	ENSG00000138778	CENPE
ENSP00000265154	ENSG00000236699	ARHGEF38
ENSP00000265162	ENSG00000138792	ENPEP
ENSP00000265164	ENSG00000138794	CASP6
ENSP00000265165	ENSG00000138795	LEF1
ENSP00000265171	ENSG00000138798	EGF
ENSP00000265174	ENSG00000138801	PAPSS1
ENSP00000265175	ENSG00000138802	SEC24B
ENSP00000265191	ENSG00000112981	NME5
ENSP00000265192	ENSG00000120727	PAIP2
ENSP00000265195	ENSG00000120725	SIL1
ENSP00000265224	ENSG00000106013	ANKRD7
ENSP00000265239	ENSG00000114473	IQCG
ENSP00000265245	ENSG00000041802	LSG1
ENSP00000265260	ENSG00000081154	PCNP
ENSP00000265271	ENSG00000091009	RBM27
ENSP00000265272	ENSG00000176049	JAKMIP2
ENSP00000265276	ENSG00000119927	GPAM
ENSP00000265293	ENSG00000113645	WWC1
ENSP00000265294	ENSG00000094755	GABRP
ENSP00000265295	ENSG00000040275	CCDC99
ENSP00000265299	ENSG00000106125	FAM188B
ENSP00000265304	ENSG00000106028	SSBP1
ENSP00000265310	ENSG00000127412	TRPV5
ENSP00000265316	ENSG00000115657	ABCB6
ENSP00000265322	ENSG00000115425	PECR
ENSP00000265333	ENSG00000213585	VDAC1
ENSP00000265334	ENSG00000006837	CDKL3
ENSP00000265335	ENSG00000113522	RAD50
ENSP00000265339	ENSG00000119048	UBE2B
ENSP00000265340	ENSG00000069011	PITX1
ENSP00000265342	ENSG00000053108	FSTL4
ENSP00000265343	ENSG00000072364	AFF4
ENSP00000265348	ENSG00000044090	CUL7
ENSP00000265350	ENSG00000124641	MED20
ENSP00000265351	ENSG00000124571	XPO5
ENSP00000265354	ENSG00000112658	SRF
ENSP00000265361	ENSG00000075223	SEMA3C
ENSP00000265362	ENSG00000075213	SEMA3A
ENSP00000265368	ENSG00000131018	SYNE1
ENSP00000265371	ENSG00000099250	NRP1
ENSP00000265372	ENSG00000095794	CREM
ENSP00000265381	ENSG00000107282	APBA1
ENSP00000265382	ENSG00000107242	PIP5K1B
ENSP00000265388	ENSG00000064419	TNPO3
ENSP00000265394	ENSG00000106066	CPVL
ENSP00000265395	ENSG00000106049	HIBADH
ENSP00000265403	ENSG00000109181	UGT2B10
ENSP00000265404	ENSG00000035720	STAP1
ENSP00000265417	ENSG00000069122	GPR116
ENSP00000265421	ENSG00000070501	POLB
ENSP00000265428	ENSG00000123124	WWP1
ENSP00000265431	ENSG00000104327	CALB1
ENSP00000265433	ENSG00000104320	NBN
ENSP00000265437	ENSG00000004866	ST7
ENSP00000265440	ENSG00000105967	TFEC
ENSP00000265441	ENSG00000105989	WNT2
ENSP00000265447	ENSG00000122359	ANXA11
ENSP00000265459	ENSG00000110076	NRXN2
ENSP00000265462	ENSG00000126432	PRDX5
ENSP00000265465	ENSG00000014138	POLA2
ENSP00000265471	ENSG00000149541	B3GAT3
ENSP00000265495	ENSG00000109381	ELF2
ENSP00000265498	ENSG00000085871	MGST2
ENSP00000265500	ENSG00000109390	NDUFC1
ENSP00000265512	ENSG00000198099	ADH4
ENSP00000265517	ENSG00000138823	MTTP
ENSP00000265523	ENSG00000106605	BLVRA
ENSP00000265529	ENSG00000088727	KIF9
ENSP00000265537	ENSG00000011376	LARS2
ENSP00000265560	ENSG00000114316	USP4
ENSP00000265562	ENSG00000076201	PTPN23
ENSP00000265563	ENSG00000114302	PRKAR2A
ENSP00000265564	ENSG00000075914	EXOSC7
ENSP00000265565	ENSG00000114650	SCAP
ENSP00000265572	ENSG00000082556	OPRK1
ENSP00000265593	ENSG00000114859	CLCN2
ENSP00000265594	ENSG00000078070	MCCC1
ENSP00000265598	ENSG00000078081	LAMP3
ENSP00000265605	ENSG00000118514	ALDH8A1
ENSP00000265627	ENSG00000105852	PON3
ENSP00000265631	ENSG00000004864	SLC25A13
ENSP00000265634	ENSG00000106236	NPTX2
ENSP00000265636	ENSG00000110075	PPP6R3
ENSP00000265641	ENSG00000110090	CPT1A
ENSP00000265643	ENSG00000069482	GAL
ENSP00000265651	ENSG00000110429	FBXO3
ENSP00000265686	ENSG00000110719	TCIRG1
ENSP00000265689	ENSG00000110721	CHKA
ENSP00000265707	ENSG00000168619	ADAM18
ENSP00000265708	ENSG00000104755	ADAM2
ENSP00000265709	ENSG00000029534	ANK1
ENSP00000265713	ENSG00000083168	KAT6A
ENSP00000265715	ENSG00000091137	SLC26A4
ENSP00000265717	ENSG00000005249	PRKAR2B
ENSP00000265720	ENSG00000105865	DUS4L
ENSP00000265723	ENSG00000005471	ABCB4
ENSP00000265724	ENSG00000085563	ABCB1
ENSP00000265727	ENSG00000008277	ADAM22
ENSP00000265728	ENSG00000006634	DBF4
ENSP00000265729	ENSG00000075142	SRI
ENSP00000265732	ENSG00000127993	C7orf64
ENSP00000265734	ENSG00000105810	CDK6
ENSP00000265741	ENSG00000058091	CDK14
ENSP00000265742	ENSG00000001629	ANKIB1
ENSP00000265748	ENSG00000011426	ANLN
ENSP00000265753	ENSG00000106682	EIF4H
ENSP00000265755	ENSG00000006704	GTF2IRD1
ENSP00000265758	ENSG00000071462	WBSCR22
ENSP00000265769	ENSG00000042980	ADAM28
ENSP00000265773	ENSG00000080503	SMARCA2
ENSP00000265800	ENSG00000158856	EPB49
ENSP00000265801	ENSG00000061337	LZTS1
ENSP00000265806	ENSG00000104679	R3HCC1
ENSP00000265807	ENSG00000104611	SH2D4A
ENSP00000265810	ENSG00000120913	PDLIM2
ENSP00000265814	ENSG00000079102	RUNX1T1
ENSP00000265825	ENSG00000106328	FSCN3
ENSP00000265827	ENSG00000048405	ZNF800
ENSP00000265836	ENSG00000110660	SLC35F2
ENSP00000265838	ENSG00000075239	ACAT1
ENSP00000265840	ENSG00000110675	ELMOD1
ENSP00000265843	ENSG00000110723	EXPH5
ENSP00000265846	ENSG00000105963	ADAP1
ENSP00000265849	ENSG00000122512	PMS2
ENSP00000265857	ENSG00000239857	GET4
ENSP00000265866	ENSG00000096746	HNRNPH3
ENSP00000265870	ENSG00000122912	SLC25A16
ENSP00000265872	ENSG00000060339	CCAR1
ENSP00000265881	ENSG00000076043	REXO2
ENSP00000265896	ENSG00000104549	SQLE
ENSP00000265909	ENSG00000120451	SNX19
ENSP00000265922	ENSG00000078725	DBC1
ENSP00000265944	ENSG00000095777	MYO3A
ENSP00000265960	ENSG00000119487	MAPKAP1
ENSP00000265963	ENSG00000110768	GTF2H1
ENSP00000265965	ENSG00000129158	SERGEF
ENSP00000265968	ENSG00000129170	CSRP3
ENSP00000265969	ENSG00000129159	KCNC1
ENSP00000265970	ENSG00000011405	PIK3C2A
ENSP00000265978	ENSG00000051009	FAM160A2
ENSP00000265981	ENSG00000110315	RNF141
ENSP00000265983	ENSG00000110169	HPX
ENSP00000265986	ENSG00000119912	IDE
ENSP00000265990	ENSG00000095564	BTAF1
ENSP00000265993	ENSG00000119977	TCTN3
ENSP00000265997	ENSG00000107864	CPEB3
ENSP00000266000	ENSG00000204209	DAXX
ENSP00000266003	ENSG00000096395	MLN
ENSP00000266014	ENSG00000016864	GLT8D1
ENSP00000266022	ENSG00000004534	RBM6
ENSP00000266025	ENSG00000126062	TMEM115
ENSP00000266031	ENSG00000114378	HYAL1
ENSP00000266037	ENSG00000088538	DOCK3
ENSP00000266041	ENSG00000055955	ITIH4
ENSP00000266058	ENSG00000187122	SLIT1
ENSP00000266066	ENSG00000120057	SFRP5
ENSP00000266068	ENSG00000101216	GMEB2
ENSP00000266069	ENSG00000101193	C20orf11
ENSP00000266070	ENSG00000101191	DIDO1
ENSP00000266077	ENSG00000125520	SLC2A4RG
ENSP00000266079	ENSG00000101161	PRPF6
ENSP00000266085	ENSG00000100234	TIMP3
ENSP00000266086	ENSG00000100191	SLC5A4
ENSP00000266087	ENSG00000100225	FBXO7
ENSP00000266088	ENSG00000100170	SLC5A1
ENSP00000266095	ENSG00000241878	PISD
ENSP00000266126	ENSG00000119718	EIF2B2
ENSP00000266182	ENSG00000138892	TTLL8
ENSP00000266214	ENSG00000244486	SCARF2
ENSP00000266254	ENSG00000100271	TTLL1
ENSP00000266263	ENSG00000242114	MTFP1
ENSP00000266269	ENSG00000100105	PATZ1
ENSP00000266304	ENSG00000167074	TEF
ENSP00000266376	ENSG00000151067	CACNA1C
ENSP00000266383	ENSG00000139044	B4GALNT3
ENSP00000266395	ENSG00000139053	PDE6H
ENSP00000266397	ENSG00000139055	ERP27
ENSP00000266427	ENSG00000139083	ETV6
ENSP00000266458	ENSG00000139112	GABARAPL1
ENSP00000266481	ENSG00000087470	DNM1L
ENSP00000266483	ENSG00000139133	ALG10
ENSP00000266503	ENSG00000029153	ARNTL2
ENSP00000266505	ENSG00000139151	PLCZ1
ENSP00000266509	ENSG00000139155	SLCO1C1
ENSP00000266517	ENSG00000139163	ETNK1
ENSP00000266529	ENSG00000139168	ZCRB1
ENSP00000266534	ENSG00000139173	TMEM117
ENSP00000266542	ENSG00000139178	C1RL
ENSP00000266544	ENSG00000139180	NDUFA9
ENSP00000266546	ENSG00000139182	CLSTN3
ENSP00000266556	ENSG00000139192	TAPBPL
ENSP00000266557	ENSG00000139193	CD27
ENSP00000266560	ENSG00000139194	RBP5
ENSP00000266579	ENSG00000139209	SLC38A4
ENSP00000266581	ENSG00000139211	AMIGO2
ENSP00000266594	ENSG00000139223	ANP32D
ENSP00000266604	ENSG00000139233	LLPH
ENSP00000266643	ENSG00000139266	MARCH9
ENSP00000266646	ENSG00000139269	INHBE
ENSP00000266659	ENSG00000139278	GLIPR1
ENSP00000266671	ENSG00000139289	PHLDA1
ENSP00000266673	ENSG00000139291	TMEM19
ENSP00000266674	ENSG00000139292	LGR5
ENSP00000266682	ENSG00000072041	SLC6A15
ENSP00000266712	ENSG00000139324	TMTC3
ENSP00000266718	ENSG00000139329	LUM
ENSP00000266719	ENSG00000139330	KERA
ENSP00000266732	ENSG00000120802	TMPO
ENSP00000266735	ENSG00000139343	SNRPF
ENSP00000266736	ENSG00000139344	AMDHD1
ENSP00000266743	ENSG00000139351	SYCP3
ENSP00000266744	ENSG00000139352	ASCL1
ENSP00000266754	ENSG00000139354	GAS2L3
ENSP00000266771	ENSG00000139370	SLC15A4
ENSP00000266813	ENSG00000139405	C12orf52
ENSP00000266839	ENSG00000139428	MMAB
ENSP00000266970	ENSG00000123374	CDK2
ENSP00000266971	ENSG00000139531	SUOX
ENSP00000266980	ENSG00000139540	SLC39A5
ENSP00000266987	ENSG00000139546	TARBP2
ENSP00000266991	ENSG00000139549	DHH
ENSP00000267008	ENSG00000139567	ACVRL1
ENSP00000267012	ENSG00000110934	BIN2
ENSP00000267015	ENSG00000139572	GPR84
ENSP00000267017	ENSG00000139574	NPFF
ENSP00000267023	ENSG00000139579	OBFC2B
ENSP00000267064	ENSG00000139613	SMARCC2
ENSP00000267068	ENSG00000244754	N4BP2L2
ENSP00000267079	ENSG00000139625	MAP3K12
ENSP00000267082	ENSG00000139626	ITGB7
ENSP00000267085	ENSG00000139631	CSAD
ENSP00000267101	ENSG00000065361	ERBB3
ENSP00000267102	ENSG00000139636	LMBR1L
ENSP00000267103	ENSG00000139637	C12orf10
ENSP00000267113	ENSG00000139641	ESYT1
ENSP00000267116	ENSG00000139645	ANKRD52
ENSP00000267119	ENSG00000139648	KRT71
ENSP00000267163	ENSG00000139687	RB1
ENSP00000267169	ENSG00000184047	DIABLO
ENSP00000267176	ENSG00000139697	SBNO1
ENSP00000267197	ENSG00000139718	SETD1B
ENSP00000267199	ENSG00000139719	VPS33A
ENSP00000267202	ENSG00000139722	VPS37B
ENSP00000267205	ENSG00000139725	RHOF
ENSP00000267219	ENSG00000139737	SLAIN1
ENSP00000267229	ENSG00000139746	RBM26
ENSP00000267260	ENSG00000139767	SRRM4
ENSP00000267273	ENSG00000139780	METTL21C
ENSP00000267287	ENSG00000139793	MBNL2
ENSP00000267291	ENSG00000139797	RNF113B
ENSP00000267294	ENSG00000139800	ZIC5
ENSP00000267328	ENSG00000139832	RAB20
ENSP00000267339	ENSG00000088448	ANKRD10
ENSP00000267377	ENSG00000139874	SSTR1
ENSP00000267383	ENSG00000139880	CDH24
ENSP00000267396	ENSG00000139890	REM2
ENSP00000267406	ENSG00000139899	CBLN3
ENSP00000267415	ENSG00000092330	TINF2
ENSP00000267422	ENSG00000139910	NOVA1
ENSP00000267425	ENSG00000196943	C14orf21
ENSP00000267426	ENSG00000139914	FITM1
ENSP00000267430	ENSG00000187790	FANCM
ENSP00000267436	ENSG00000087299	L2HGDH
ENSP00000267460	ENSG00000139946	PELI2
ENSP00000267484	ENSG00000139970	RTN1
ENSP00000267485	ENSG00000139971	C14orf37
ENSP00000267488	ENSG00000139974	SLC38A6
ENSP00000267499	ENSG00000139985	ADAM21
ENSP00000267502	ENSG00000139988	RDH12
ENSP00000267512	ENSG00000139998	RAB15
ENSP00000267522	ENSG00000140006	WDR89
ENSP00000267540	ENSG00000140022	STON2
ENSP00000267544	ENSG00000140025	EFCAB11
ENSP00000267549	ENSG00000140030	GPR65
ENSP00000267568	ENSG00000140043	PTGR2
ENSP00000267569	ENSG00000140044	JDP2
ENSP00000267584	ENSG00000140057	AK7
ENSP00000267594	ENSG00000140067	FAM181A
ENSP00000267615	ENSG00000100605	ITPK1
ENSP00000267622	ENSG00000100815	TRIP11
ENSP00000267731	ENSG00000215252	GOLGA8B
ENSP00000267750	ENSG00000128463	TMEM85
ENSP00000267803	ENSG00000140254	DUOXA1
ENSP00000267807	ENSG00000137871	ZNF280D
ENSP00000267812	ENSG00000140259	MFAP1
ENSP00000267814	ENSG00000140263	SORD
ENSP00000267838	ENSG00000140280	LYSMD2
ENSP00000267842	ENSG00000140284	SLC27A2
ENSP00000267843	ENSG00000140285	FGF7
ENSP00000267845	ENSG00000140287	HDC
ENSP00000267859	ENSG00000140299	BNIP2
ENSP00000267868	ENSG00000051180	RAD51
ENSP00000267884	ENSG00000140319	SRP14
ENSP00000267889	ENSG00000140323	DISP2
ENSP00000267890	ENSG00000128881	TTBK2
ENSP00000267935	ENSG00000140365	COMMD4
ENSP00000267938	ENSG00000140367	UBE2Q2
ENSP00000267950	ENSG00000140374	ETFA
ENSP00000267953	ENSG00000140379	BCL2A1
ENSP00000267970	ENSG00000140391	TSPAN3
ENSP00000267973	ENSG00000140395	WDR61
ENSP00000267978	ENSG00000140400	MAN2C1
ENSP00000267984	ENSG00000140406	MESDC1
ENSP00000267996	ENSG00000140416	TPM1
ENSP00000268035	ENSG00000140443	IGF1R
ENSP00000268042	ENSG00000140450	ARRDC4
ENSP00000268043	ENSG00000140451	PIF1
ENSP00000268053	ENSG00000140459	CYP11A1
ENSP00000268057	ENSG00000140463	BBS4
ENSP00000268058	ENSG00000140464	PML
ENSP00000268070	ENSG00000140470	ADAMTS17
ENSP00000268079	ENSG00000215252	GOLGA8B
ENSP00000268097	ENSG00000213614	HEXA
ENSP00000268099	ENSG00000140497	SCAMP2
ENSP00000268122	ENSG00000140519	RHCG
ENSP00000268124	ENSG00000140521	POLG
ENSP00000268125	ENSG00000140522	RLBP1
ENSP00000268129	ENSG00000140526	ABHD2
ENSP00000268130	ENSG00000140527	WDR93
ENSP00000268134	ENSG00000157766	ACAN
ENSP00000268138	ENSG00000140534	C15orf42
ENSP00000268150	ENSG00000140545	MFGE8
ENSP00000268154	ENSG00000140548	ZNF710
ENSP00000268164	ENSG00000140557	ST8SIA2
ENSP00000268171	ENSG00000140564	FURIN
ENSP00000268182	ENSG00000140575	IQGAP1
ENSP00000268184	ENSG00000140577	CRTC3
ENSP00000268206	ENSG00000140598	EFTUD1
ENSP00000268220	ENSG00000140612	SEC11A
ENSP00000268231	ENSG00000140623	SEPT12
ENSP00000268251	ENSG00000183044	ABAT
ENSP00000268261	ENSG00000140650	PMM2
ENSP00000268271	ENSG00000140660	
ENSP00000268281	ENSG00000178226	PRSS36
ENSP00000268296	ENSG00000140678	ITGAX
ENSP00000268314	ENSG00000140691	ARMC5
ENSP00000268379	ENSG00000140740	UQCRC2
ENSP00000268383	ENSG00000140743	CDR2
ENSP00000268389	ENSG00000140749	IGSF6
ENSP00000268459	ENSG00000140807	NKD1
ENSP00000268482	ENSG00000140829	DHX38
ENSP00000268483	ENSG00000140830	TXNL4B
ENSP00000268489	ENSG00000140836	ZFHX3
ENSP00000268533	ENSG00000140876	NUDT7
ENSP00000268595	ENSG00000140932	CMTM2
ENSP00000268603	ENSG00000140937	CDH11
ENSP00000268605	ENSG00000140939	NOL3
ENSP00000268607	ENSG00000140941	MAP1LC3B
ENSP00000268613	ENSG00000140945	CDH13
ENSP00000268616	ENSG00000140948	ZCCHC14
ENSP00000268624	ENSG00000140955	ADAD2
ENSP00000268638	ENSG00000140968	IRF8
ENSP00000268655	ENSG00000103343	ZNF174
ENSP00000268661	ENSG00000140986	RPL3L
ENSP00000268668	ENSG00000140990	NDUFB10
ENSP00000268674	ENSG00000140993	TIGD7
ENSP00000268676	ENSG00000140995	DEF8
ENSP00000268679	ENSG00000129993	CBFA2T3
ENSP00000268695	ENSG00000141012	GALNS
ENSP00000268699	ENSG00000141013	GAS8
ENSP00000268704	ENSG00000197912	SPG7
ENSP00000268711	ENSG00000141026	MED9
ENSP00000268712	ENSG00000141027	NCOR1
ENSP00000268717	ENSG00000141030	COPS3
ENSP00000268719	ENSG00000141034	C17orf39
ENSP00000268720	ENSG00000178773	CPNE7
ENSP00000268763	ENSG00000141068	KSR1
ENSP00000268766	ENSG00000160602	NEK8
ENSP00000268793	ENSG00000141096	DPEP3
ENSP00000268795	ENSG00000167261	DPEP2
ENSP00000268797	ENSG00000141098	GFOD2
ENSP00000268802	ENSG00000141101	NOB1
ENSP00000268835	ENSG00000141127	PRPSAP2
ENSP00000268854	ENSG00000141141	DDX52
ENSP00000268864	ENSG00000141150	RASL10B
ENSP00000268876	ENSG00000141161	UNC45B
ENSP00000268896	ENSG00000141179	PCTP
ENSP00000268919	ENSG00000141200	KIF2B
ENSP00000268933	ENSG00000049283	EPN3
ENSP00000268957	ENSG00000141232	TOB1
ENSP00000268981	ENSG00000141255	SPATA22
ENSP00000268989	ENSG00000141258	SGSM2
ENSP00000269025	ENSG00000141294	LRRC46
ENSP00000269033	ENSG00000141298	SSH2
ENSP00000269051	ENSG00000141314	RHBDL3
ENSP00000269053	ENSG00000141316	SPACA3
ENSP00000269080	ENSG00000141338	ABCA8
ENSP00000269081	ENSG00000154263	ABCA10
ENSP00000269095	ENSG00000108852	MPP2
